Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District_of_Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West_Virginia,Wisconsin,Wyoming
20170312,2,0,3,0,13,0,0,0,0,10,1,1,1,2,2,0,3,3,1,0,2,0,4,0,1,2,0,0,2,1,2,0,3,3,0,2,1,0,4,0,6,0,1,15,1,0,0,0,1,0,1
20170313,1,0,1,1,14,3,0,0,0,9,3,0,1,1,4,1,1,4,2,0,0,1,0,0,2,2,0,0,0,0,0,2,2,3,0,5,3,1,1,0,2,0,3,6,0,2,2,2,0,2,0
20170314,1,0,1,0,9,1,0,0,0,8,5,0,0,2,1,1,1,1,2,0,0,1,3,2,1,2,1,2,1,1,0,1,1,0,0,0,2,1,0,0,3,0,1,12,0,0,0,0,0,1,1
20170315,1,0,1,2,6,4,0,0,0,11,5,1,0,2,0,0,1,0,3,0,0,0,4,0,3,3,0,0,1,0,2,1,1,0,0,2,2,0,3,0,2,0,3,11,0,0,3,1,1,2,0
20170316,3,0,2,0,6,1,0,0,0,5,6,0,0,0,0,0,1,0,0,1,0,0,3,0,3,2,0,0,1,0,1,2,4,6,0,2,2,0,2,0,1,1,2,11,1,0,1,1,0,0,1
20170317,2,0,2,3,11,3,0,0,0,8,1,0,1,1,5,0,3,4,3,0,3,0,2,1,0,6,0,1,1,0,1,1,0,3,0,4,0,2,3,0,1,0,4,9,1,0,2,4,0,1,0
20170318,2,0,7,0,13,2,0,0,0,10,7,0,0,5,5,0,1,0,6,0,1,1,3,1,2,3,4,5,1,0,0,0,2,4,0,1,4,3,6,0,3,1,2,21,0,1,2,2,0,2,0
20170319,3,0,6,0,8,0,2,0,0,10,3,1,0,2,1,1,1,4,0,0,0,2,3,0,5,0,0,0,1,0,0,1,2,1,0,5,3,2,2,0,3,0,1,17,0,0,1,0,0,3,0
20170320,4,0,1,1,9,2,0,0,0,7,3,0,1,2,2,0,1,3,3,0,2,2,4,0,0,3,0,0,0,0,2,1,2,5,0,1,1,1,1,0,0,0,3,9,0,0,0,1,0,1,0
20170321,4,0,2,0,9,0,0,0,0,10,3,0,0,1,4,0,5,0,1,0,1,0,1,0,2,0,0,0,2,0,2,0,1,5,0,2,4,1,3,0,0,0,2,6,0,0,1,0,0,1,0
20170322,4,0,1,1,5,0,1,0,0,7,4,0,1,1,3,0,1,5,0,0,0,0,3,0,0,7,0,0,0,0,1,2,2,2,0,3,2,1,3,1,3,0,2,4,0,0,2,3,0,1,0
20170323,3,0,1,2,9,0,0,1,0,4,2,0,0,4,1,0,0,3,6,0,3,0,4,1,2,3,0,1,1,0,1,0,5,2,0,3,1,1,4,0,2,1,2,2,1,0,4,1,0,0,0
20170324,0,0,5,2,9,4,0,1,0,6,6,0,0,1,2,1,0,1,4,0,0,0,2,0,3,2,0,0,0,1,1,1,2,3,0,0,3,1,4,0,2,0,4,11,0,0,2,0,0,0,1
20170325,2,0,1,0,13,1,0,1,1,14,7,0,0,2,3,0,3,1,3,0,3,1,1,0,4,5,0,1,0,1,0,2,1,3,0,4,1,1,2,0,6,0,2,8,0,0,2,1,1,0,0
20170326,3,0,3,1,6,0,0,0,0,6,4,0,0,4,2,0,2,5,3,0,0,2,0,0,2,3,0,1,1,0,0,0,1,3,1,3,1,1,2,0,3,1,4,10,0,0,2,1,1,0,1
20170327,2,0,2,2,8,1,1,0,0,9,2,1,0,1,2,1,1,3,3,0,1,0,1,1,0,1,0,1,0,0,1,0,2,2,0,2,3,0,0,0,0,0,5,7,2,0,2,2,2,2,0
20170328,4,0,1,4,3,3,0,0,0,6,2,1,0,0,1,3,2,1,3,0,2,2,1,1,2,3,0,0,1,0,2,0,2,3,0,1,1,1,1,0,1,1,2,9,1,0,1,1,2,1,0
20170329,2,0,0,0,13,1,3,0,0,8,5,0,0,1,2,1,1,1,0,0,2,2,1,3,1,2,0,0,2,1,1,0,1,3,0,1,2,0,0,0,1,0,1,10,0,0,1,2,0,1,0
20170330,2,0,3,1,9,0,1,1,0,7,6,0,2,2,5,1,0,0,3,0,1,1,1,0,2,2,1,0,0,0,2,1,4,3,1,1,1,1,3,1,2,0,6,11,3,0,2,1,1,0,0
20170331,3,0,4,1,11,1,0,0,0,14,6,2,0,3,3,2,0,2,2,1,0,0,3,1,0,1,0,0,0,0,0,1,1,4,0,3,3,0,4,0,5,0,1,6,0,0,2,0,0,1,0
20170401,5,0,5,2,10,0,1,0,0,9,5,0,0,3,6,0,0,2,4,0,3,0,5,0,1,3,0,0,0,0,1,1,4,5,1,1,1,0,1,0,2,0,4,13,1,0,2,1,0,4,0
20170402,3,1,1,2,10,3,3,1,0,8,8,0,0,2,2,1,1,2,3,0,0,1,3,0,3,0,0,0,2,1,1,1,2,6,0,5,1,1,6,0,1,0,5,8,1,0,2,0,1,1,1
20170403,3,0,1,1,5,0,1,1,0,11,6,0,1,1,2,2,0,0,3,0,0,4,1,1,0,2,0,0,1,0,2,1,2,3,2,1,3,1,4,0,1,0,1,4,1,0,3,0,1,1,0
20170404,2,0,2,2,10,1,3,0,0,7,3,0,0,1,2,0,0,1,3,0,4,1,2,3,1,1,0,0,0,2,1,1,1,3,0,2,3,0,2,0,1,0,1,9,0,0,2,1,1,1,0
20170405,1,0,5,1,8,1,0,0,0,10,3,0,2,3,1,2,2,2,3,0,0,0,1,1,0,1,0,0,1,0,1,1,2,5,0,0,2,2,7,0,2,1,3,2,2,0,1,0,2,0,0
20170406,3,0,2,5,4,4,1,0,0,8,1,0,0,4,0,1,0,5,3,0,1,2,2,1,3,0,1,0,2,0,2,0,4,1,0,2,3,2,3,1,2,0,3,7,0,0,4,2,0,4,1
20170407,4,0,5,2,14,1,1,0,0,8,4,0,0,4,4,0,1,2,2,1,0,1,5,0,2,8,0,0,0,0,1,0,1,4,0,1,1,1,2,0,1,0,3,10,0,0,1,1,2,1,1
20170408,0,0,2,1,6,5,0,0,0,12,3,1,0,6,1,2,0,0,2,0,1,2,5,1,1,2,0,2,2,0,0,0,2,6,0,2,4,0,3,0,7,0,6,17,1,0,1,2,1,1,0
20170409,1,0,2,3,11,0,2,0,0,9,4,0,3,8,3,0,1,2,6,0,3,2,4,1,3,2,0,0,2,0,2,1,4,5,0,3,2,0,2,0,5,0,6,4,1,0,3,2,1,7,0
20170410,2,0,3,0,7,3,1,1,0,11,2,0,0,3,2,2,0,2,1,0,1,1,1,0,3,2,0,0,0,0,1,0,1,2,0,4,2,0,2,0,2,0,3,7,0,0,1,1,2,1,0
20170411,3,0,5,2,6,0,2,0,0,9,2,0,0,1,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,1,0,0,2,4,0,1,3,1,4,0,8,0,1,8,1,0,4,1,1,2,0
20170412,2,0,1,3,13,2,0,0,0,8,4,0,0,2,0,0,1,1,3,0,2,1,3,1,1,1,0,0,1,0,1,1,1,2,1,2,2,0,2,0,1,0,1,7,0,0,4,1,2,0,0
20170413,2,0,2,3,8,3,0,0,0,6,6,0,1,2,7,0,1,2,2,1,0,0,2,1,3,5,0,0,2,1,0,0,2,4,1,3,1,0,2,0,4,0,2,8,0,0,1,1,2,0,0
20170414,10,0,3,4,12,2,0,0,0,9,4,2,1,0,1,1,3,2,2,0,1,1,6,2,6,3,1,1,0,1,0,1,4,5,0,2,3,1,3,0,3,0,4,4,0,0,1,3,2,0,1
20170415,2,1,1,3,7,1,0,0,0,10,5,0,0,7,4,1,2,3,5,0,3,1,2,2,3,6,1,0,0,0,2,3,1,5,0,2,0,3,4,1,5,1,5,5,0,0,3,1,2,5,0
20170416,2,0,2,1,12,2,0,0,0,3,0,0,1,1,3,0,1,4,2,0,1,2,0,0,1,1,0,0,1,0,3,3,2,4,2,5,2,3,4,0,3,0,0,9,0,0,3,3,0,1,3
20170417,0,0,0,3,9,1,1,0,0,9,5,0,0,2,0,2,1,1,2,0,1,1,1,0,2,4,1,2,0,0,1,2,3,1,1,6,0,1,1,0,4,0,0,11,2,0,1,1,0,0,1
20170418,3,0,2,1,6,1,2,0,0,4,8,0,0,2,3,0,3,1,1,0,1,1,1,0,0,0,1,0,2,1,2,2,3,0,0,2,1,0,2,2,2,0,3,10,1,0,6,0,1,1,0
20170419,2,0,1,1,7,2,0,0,0,5,0,1,1,1,1,0,2,4,4,0,1,0,5,0,1,2,0,0,1,0,3,3,1,3,0,3,2,1,1,0,3,0,1,3,0,0,0,1,0,1,0
20170420,3,0,4,0,7,3,1,1,1,9,4,0,0,0,1,2,2,0,2,1,2,0,0,0,3,2,1,0,3,0,0,0,0,2,0,1,2,1,3,1,1,0,1,10,0,1,1,0,1,0,0
20170421,2,0,4,1,7,2,1,0,0,7,6,0,2,4,0,0,1,0,5,0,0,0,1,1,3,1,0,1,0,0,0,1,6,7,0,2,1,1,3,0,2,0,0,8,0,0,2,2,1,1,2
20170422,3,1,2,0,6,2,1,0,0,12,4,1,2,6,2,1,0,5,2,0,0,2,2,1,2,3,1,0,0,0,1,1,6,5,0,3,3,1,4,0,6,0,5,13,2,0,2,2,0,2,0
20170423,2,0,4,1,9,5,2,1,0,10,3,0,2,1,0,2,0,0,0,0,3,2,2,1,0,3,0,0,0,0,4,1,4,4,1,4,1,1,8,0,3,1,2,15,0,0,2,0,1,3,0
20170424,3,0,3,0,11,0,0,0,0,6,5,0,0,2,2,1,1,2,0,1,2,2,2,0,1,3,0,0,1,0,0,0,3,3,1,2,1,1,1,0,1,0,2,9,0,0,10,2,0,2,0
20170425,1,0,1,1,11,1,3,0,0,12,2,0,0,3,1,0,1,4,2,0,1,1,2,0,0,4,0,0,1,0,0,0,3,3,0,1,0,0,0,0,4,0,1,8,0,0,2,3,0,1,0
20170426,1,0,2,1,12,0,0,0,0,5,3,0,0,3,2,0,0,2,2,0,2,1,5,2,0,2,0,0,0,0,0,0,1,4,0,2,1,3,2,0,2,0,2,6,1,0,2,1,1,1,0
20170427,2,0,1,0,5,1,1,1,0,8,3,1,0,1,2,0,1,0,3,0,1,0,0,2,1,4,0,1,1,0,0,0,2,0,0,4,4,0,2,0,1,0,3,6,0,0,3,0,1,1,1
20170428,2,0,3,2,6,2,1,0,1,13,6,2,0,2,2,0,1,3,4,1,2,0,4,1,1,2,1,0,0,0,4,2,2,3,0,5,1,0,4,0,0,0,1,10,0,1,2,0,1,4,0
20170429,8,0,2,1,16,0,1,0,0,10,3,0,1,3,2,1,2,3,2,1,3,1,3,1,1,2,0,1,1,0,1,0,6,3,0,1,1,0,6,1,2,0,7,11,1,0,1,2,3,2,0
20170430,4,0,1,1,18,0,0,0,0,7,0,0,1,5,3,0,1,1,1,1,2,2,0,1,3,2,0,2,1,1,5,0,2,6,1,3,0,2,2,0,7,0,1,7,1,0,4,0,0,1,1
20170501,1,0,2,1,11,1,0,0,0,4,5,1,0,2,2,0,1,1,4,1,1,0,1,1,1,0,0,0,3,1,1,2,0,4,1,4,2,1,6,1,1,0,1,10,1,0,4,0,1,2,0
20170502,3,0,2,3,7,1,0,0,0,5,2,0,0,1,1,1,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,0,1,4,0,3,0,0,4,0,1,0,3,9,0,0,2,1,1,0,0
20170503,1,0,5,2,11,1,0,0,0,4,9,0,1,4,3,0,0,0,1,0,0,0,2,1,0,1,0,0,1,0,0,1,0,6,0,3,1,0,3,0,1,0,0,5,0,0,3,0,0,3,0
20170504,3,1,4,0,3,3,2,0,0,12,4,0,1,3,3,0,0,2,1,0,1,0,3,0,1,2,0,0,2,1,0,0,2,3,1,0,3,0,3,0,6,0,1,6,1,0,2,1,0,1,1
20170505,3,0,5,0,14,3,1,1,0,10,3,0,0,1,2,0,0,3,3,0,2,0,0,0,2,8,1,0,0,0,4,0,0,2,1,4,2,2,2,0,5,0,2,9,3,0,3,4,3,0,0
20170506,1,0,5,2,10,6,2,0,0,12,2,1,0,4,3,0,1,1,2,0,1,3,4,1,3,4,0,0,1,0,1,1,0,4,1,2,1,0,4,0,5,1,3,9,2,0,3,1,1,0,0
20170507,4,1,4,1,8,3,0,1,0,8,6,1,1,7,0,1,1,1,2,0,2,1,6,0,1,1,0,0,0,1,2,1,1,4,0,2,3,1,2,1,3,1,3,14,0,0,1,0,2,2,0
20170508,2,0,0,2,11,5,0,0,0,4,5,0,0,3,2,1,1,0,0,1,1,1,1,0,2,3,0,0,1,0,0,1,2,2,0,1,2,0,0,0,3,0,2,6,0,0,4,0,1,0,0
20170509,0,0,3,3,10,1,2,0,0,7,6,0,1,2,2,2,2,1,2,0,0,0,3,0,1,1,1,2,1,0,2,1,0,2,1,1,0,4,3,0,2,0,5,13,1,0,3,0,2,0,0
20170510,3,1,3,0,5,0,0,0,0,9,1,0,0,1,2,2,3,1,3,0,3,0,7,2,1,1,1,0,0,0,3,2,2,2,0,4,0,1,2,0,0,0,4,8,0,0,0,0,1,2,0
20170511,4,0,2,2,6,3,0,0,0,9,3,0,1,2,4,0,1,1,2,0,0,0,2,3,2,0,2,1,0,0,1,2,3,1,0,3,3,2,2,0,3,0,2,6,1,0,2,1,0,0,0
20170512,2,0,4,1,13,3,1,0,0,16,8,0,0,3,3,2,1,4,2,0,1,0,2,0,3,2,1,1,0,0,1,2,6,4,0,0,1,1,1,1,3,1,5,11,0,0,1,1,0,0,0
20170513,6,0,1,1,16,5,0,1,0,8,0,0,1,4,8,0,1,3,3,1,0,1,5,3,2,2,1,0,1,0,4,0,4,3,1,3,1,1,1,0,8,1,2,17,0,0,0,3,0,2,0
20170514,8,0,5,1,12,2,0,0,0,7,7,2,0,2,2,0,3,1,5,0,0,3,1,0,4,3,0,0,1,1,1,0,1,5,0,2,3,1,2,0,4,1,2,11,0,0,0,2,3,0,1
20170515,2,0,1,1,6,1,0,0,1,5,7,0,3,4,1,0,1,2,1,1,1,1,1,1,1,1,0,2,1,1,2,0,1,4,0,6,2,1,0,0,3,0,3,9,1,0,4,4,0,0,0
20170516,0,1,3,1,7,1,1,0,0,4,5,1,0,5,3,2,0,4,0,1,0,0,1,2,2,1,0,1,0,0,0,0,3,9,0,4,1,1,3,1,2,1,3,8,1,0,2,2,0,1,0
20170517,1,0,0,0,6,0,2,2,1,9,7,1,0,7,0,2,0,5,4,0,1,1,3,0,2,1,0,1,1,0,2,1,2,1,0,4,0,1,1,0,1,0,4,6,1,1,0,3,0,6,0
20170518,6,0,5,1,12,1,2,1,0,9,6,0,1,2,2,0,0,4,5,1,4,4,7,0,2,2,2,0,0,0,1,0,5,4,0,1,2,3,4,1,1,0,8,12,0,1,3,0,1,2,0
20170519,3,0,1,1,13,0,0,0,0,6,7,0,2,3,4,0,2,2,2,2,2,4,1,1,1,3,2,0,1,0,2,3,1,4,0,0,3,2,5,0,3,0,4,9,1,0,6,0,1,3,0
20170520,2,0,4,1,16,1,4,0,0,6,4,0,1,3,2,2,3,4,2,0,2,0,1,0,4,0,2,0,1,1,0,2,3,8,0,2,2,2,1,0,1,0,2,11,0,0,0,2,0,2,1
20170521,4,0,2,1,8,0,1,0,0,5,4,0,1,6,2,1,1,3,4,0,4,0,6,3,2,3,4,0,0,0,3,0,1,5,0,2,1,1,3,0,4,0,1,10,1,0,1,2,0,1,0
20170522,2,0,2,1,9,1,0,0,0,11,4,1,1,5,3,0,1,1,2,0,2,2,1,1,1,1,0,2,1,0,1,0,4,4,0,2,1,0,2,1,3,0,0,7,2,0,2,3,0,2,0
20170523,6,0,4,2,10,0,0,0,0,7,2,0,0,3,2,0,0,0,2,1,2,0,3,0,0,1,0,0,1,1,0,2,2,4,0,4,0,3,2,1,3,0,1,9,0,0,0,2,0,0,0
20170524,5,0,3,3,8,1,0,0,0,8,1,0,1,1,0,1,0,2,1,0,2,1,1,2,2,3,0,1,1,1,0,0,2,2,0,2,1,0,5,0,0,0,3,3,0,0,2,1,2,0,1
20170525,1,0,4,2,5,2,3,0,0,7,4,0,0,0,3,0,0,0,2,2,1,0,0,0,1,2,0,0,1,0,0,0,1,1,0,3,3,0,1,0,5,0,2,7,0,0,2,2,1,2,0
20170526,3,0,2,0,13,1,2,0,0,9,6,1,2,3,2,0,1,2,2,1,0,0,0,2,0,2,0,0,0,0,1,0,5,4,0,3,1,1,7,0,6,2,6,8,2,1,2,0,2,1,1
20170527,4,2,1,2,8,0,1,0,1,15,5,0,3,2,1,0,2,0,4,0,0,0,3,0,1,2,1,0,0,1,3,0,5,3,0,3,0,1,2,0,5,1,3,13,2,0,3,1,1,3,0
20170528,0,1,2,1,12,0,1,0,0,8,5,1,0,4,2,0,2,1,4,0,1,2,3,1,3,3,0,0,1,0,1,0,4,1,1,4,0,2,2,0,1,1,3,15,1,0,1,2,2,4,0
20170529,1,0,0,2,14,2,0,0,0,9,4,1,1,3,3,1,0,2,1,0,2,1,4,2,0,2,1,2,1,0,2,2,6,3,0,3,2,0,2,0,2,0,4,12,0,0,1,4,0,0,1
20170530,4,0,3,0,8,1,2,0,0,9,2,0,3,3,3,2,1,3,2,0,0,0,1,0,3,0,2,0,1,1,2,1,2,0,0,1,2,1,6,0,4,0,3,8,0,0,1,0,2,3,1
20170531,3,0,5,3,10,2,0,0,0,7,1,0,1,1,6,0,1,2,1,0,1,1,2,3,4,1,0,0,0,1,1,0,4,7,0,0,3,0,2,0,1,0,1,5,0,0,1,2,0,1,0
20170601,3,1,3,1,5,0,1,0,0,13,0,0,0,2,4,0,2,3,1,3,0,0,5,3,0,5,0,0,1,1,2,0,3,3,0,2,0,1,3,0,2,0,1,9,2,0,2,1,0,2,0
20170602,1,0,3,3,11,2,0,0,0,10,3,0,0,3,2,0,1,1,1,1,2,0,3,3,4,0,0,0,0,2,2,1,3,6,2,7,1,1,2,0,4,0,6,6,0,1,2,2,2,5,0
20170603,2,0,2,2,17,3,0,0,0,11,5,1,1,6,4,0,1,2,3,0,2,1,6,3,1,1,1,0,1,0,3,2,5,3,2,6,1,0,4,0,4,0,4,4,2,0,1,1,1,0,2
20170604,2,0,1,1,15,3,0,0,0,8,6,0,1,6,2,2,5,2,3,1,2,1,1,0,1,3,0,3,2,0,3,1,1,3,0,2,2,0,2,0,2,0,5,5,0,0,10,1,1,2,0
20170605,2,0,4,1,9,2,1,0,0,7,2,0,0,5,2,1,0,2,0,0,1,1,2,0,1,1,1,0,1,0,0,3,4,3,0,3,1,2,3,0,5,0,3,8,0,0,0,1,0,1,0
20170606,4,0,4,1,9,1,0,0,1,6,7,0,0,2,4,2,2,2,1,1,2,1,3,0,3,1,0,1,1,0,4,0,2,3,0,3,2,1,3,0,2,0,2,7,0,0,2,0,0,2,0
20170607,6,0,3,1,7,1,0,0,0,9,2,1,0,1,3,0,3,4,3,0,1,1,4,1,1,1,0,0,1,0,3,0,2,4,0,2,2,2,0,0,3,0,4,7,1,0,1,1,1,1,0
20170608,3,0,0,1,8,6,3,0,0,6,2,0,3,8,0,0,1,1,3,1,0,0,3,2,1,3,0,2,0,1,0,1,2,1,0,1,1,2,1,1,0,0,3,10,0,0,2,0,0,1,1
20170609,2,2,3,2,9,3,1,0,0,7,7,0,0,2,2,2,0,4,2,0,1,0,3,0,5,6,1,0,1,0,2,1,2,3,1,4,1,0,7,0,1,0,1,11,1,0,2,0,1,2,0
20170610,2,1,3,1,14,3,3,0,0,7,4,1,0,4,8,2,0,3,2,0,3,1,3,1,3,2,2,2,0,0,2,1,3,3,0,3,4,1,7,2,1,0,8,17,1,0,4,1,1,5,3
20170611,1,0,1,0,8,3,0,0,0,9,6,0,1,6,5,1,4,2,4,1,3,4,4,0,2,4,0,2,2,0,3,2,3,5,1,2,1,1,9,0,0,1,1,15,0,0,5,2,1,3,0
20170612,0,0,4,2,16,3,0,1,0,6,4,0,0,4,1,4,0,2,4,0,2,2,6,1,4,3,0,0,0,0,2,2,3,4,0,2,3,0,5,2,2,0,4,8,2,0,2,2,1,1,0
20170613,4,0,2,0,7,2,2,1,0,8,3,1,0,0,1,1,1,0,1,0,4,2,5,0,0,1,2,0,1,0,0,0,2,2,1,4,2,1,4,1,2,1,2,5,1,0,1,1,0,1,0
20170614,1,1,0,1,6,1,0,1,0,7,2,0,0,2,5,0,0,3,0,1,1,1,2,0,2,3,0,1,1,0,0,1,3,3,1,9,1,0,4,0,2,0,2,9,2,0,0,1,0,4,1
20170615,2,0,3,2,15,1,1,1,0,8,2,0,1,6,2,0,1,3,1,0,1,0,4,0,2,4,0,0,1,0,3,2,1,5,0,4,2,1,0,0,2,1,1,4,0,2,1,0,4,0,0
20170616,4,0,5,1,12,1,0,0,1,8,8,0,0,3,2,1,0,4,2,0,1,2,2,2,1,3,1,1,1,0,3,0,2,4,0,4,0,0,1,1,3,0,0,8,0,0,3,2,1,4,2
20170617,2,0,3,2,15,1,1,0,0,11,3,0,2,4,4,2,1,3,2,0,0,0,5,4,2,4,1,0,1,3,2,0,3,6,0,8,1,4,1,0,1,0,2,10,1,0,4,3,0,6,0
20170618,5,2,0,2,12,2,1,2,0,8,1,0,2,6,3,1,2,0,0,0,0,0,0,1,1,4,0,0,0,1,3,1,5,6,1,4,2,1,2,0,6,0,4,8,0,0,1,1,2,2,0
20170619,4,0,2,2,15,3,0,0,0,10,3,0,2,1,5,0,1,1,2,1,2,1,1,2,2,4,0,0,1,0,1,2,1,6,0,3,0,1,2,1,0,2,1,5,2,0,1,2,0,2,0
20170620,4,2,2,2,7,1,2,0,0,6,4,0,2,3,5,2,0,7,2,0,3,0,4,0,2,2,1,1,0,0,0,1,2,2,0,2,0,1,5,0,3,0,0,8,1,0,1,1,0,2,1
20170621,3,0,3,1,14,2,1,0,0,2,5,0,3,3,6,0,1,1,2,2,1,0,7,3,0,3,0,1,2,0,0,0,3,7,0,2,2,2,2,0,2,0,1,6,0,0,3,2,0,3,2
20170622,3,0,1,2,7,2,0,0,0,4,3,0,1,1,1,0,1,0,3,0,0,0,6,2,1,0,2,0,0,0,4,0,4,2,0,4,1,1,7,0,1,0,2,10,1,0,0,0,2,0,0
20170623,2,0,2,2,8,4,1,0,1,10,8,0,2,2,2,3,1,1,1,0,1,1,7,0,0,4,1,0,1,0,0,3,1,5,0,4,4,1,6,0,2,0,4,7,1,0,7,0,1,1,1
20170624,1,0,7,2,11,5,2,1,0,14,2,0,1,3,4,1,5,2,4,1,1,1,3,2,2,2,0,0,3,0,3,1,3,3,1,4,2,5,9,0,6,0,0,15,1,0,6,0,0,0,0
20170625,3,0,2,2,10,1,3,0,0,9,3,1,0,4,2,1,1,1,0,0,2,1,0,4,3,3,1,0,0,0,2,0,1,2,0,4,3,2,7,0,0,0,1,8,0,1,3,3,2,3,0
20170626,3,0,3,2,10,3,0,0,1,5,3,0,2,3,4,0,1,0,0,0,0,0,1,0,2,3,0,1,2,1,2,0,1,2,0,0,0,3,1,0,3,0,1,7,0,1,7,1,0,0,3
20170627,0,0,0,3,8,2,1,0,0,5,2,0,0,3,3,0,2,0,3,0,1,1,1,0,1,2,1,0,0,0,1,1,2,1,0,1,0,1,7,0,4,0,2,6,2,0,0,1,2,1,1
20170628,4,0,1,2,7,3,0,0,0,6,1,0,1,5,3,0,1,3,3,1,2,0,2,2,2,1,0,1,0,0,0,0,2,4,1,3,1,1,3,0,1,0,3,8,0,1,4,0,0,2,0
20170629,2,0,2,1,6,1,2,0,0,13,2,0,1,1,4,1,1,1,2,0,3,0,3,1,0,1,0,3,0,0,2,0,3,3,0,3,3,3,2,0,3,0,3,9,2,0,0,1,0,3,0
20170630,1,0,0,2,10,3,0,1,1,7,6,0,3,2,3,1,2,2,3,0,4,2,3,2,1,4,0,1,0,0,3,2,4,3,0,3,2,4,2,0,4,0,3,7,0,0,3,6,1,2,1
20170701,3,0,4,2,14,1,0,0,0,11,8,0,0,9,6,0,1,3,2,1,1,2,4,1,2,3,3,1,2,1,1,1,0,5,0,5,3,2,5,0,4,1,2,9,1,0,2,2,2,1,1
20170702,4,0,1,0,8,3,0,0,0,11,1,0,0,5,2,3,3,2,1,2,2,2,3,0,2,5,2,1,0,0,3,0,4,2,0,6,1,2,7,0,1,0,1,11,0,0,2,2,2,3,0
20170703,1,0,3,1,12,3,0,0,0,9,6,1,1,2,1,1,2,3,2,1,2,0,3,1,1,4,0,1,0,1,0,1,7,4,0,4,2,8,4,1,4,1,2,17,1,1,1,3,0,0,0
20170704,2,0,3,2,10,0,1,1,0,3,2,0,1,4,3,0,1,2,2,0,2,1,3,3,3,7,0,0,2,1,1,1,1,4,0,3,4,2,8,0,3,0,5,15,1,0,4,5,3,2,0
20170705,1,0,0,0,11,3,1,0,0,9,3,0,1,2,5,3,0,0,1,1,0,1,2,0,0,3,0,1,2,0,0,0,4,1,0,3,3,1,1,0,2,2,2,11,3,0,0,1,2,3,0
20170706,2,0,7,2,10,0,0,1,0,4,4,0,0,2,1,0,4,2,0,0,0,2,1,0,3,0,1,0,3,0,3,0,1,4,0,2,1,1,2,0,1,0,3,5,3,0,1,4,1,4,1
20170707,2,0,5,2,13,2,0,0,0,7,3,0,0,6,0,1,2,0,2,0,6,0,0,0,2,5,1,1,1,0,2,1,5,3,0,7,0,0,3,0,1,1,4,7,0,0,2,3,0,2,0
20170708,2,2,4,0,11,1,1,0,1,7,7,0,0,4,4,1,2,3,2,1,3,0,2,5,0,2,0,1,1,0,2,1,0,4,0,1,2,3,4,0,3,1,2,7,0,1,3,1,0,4,1
20170709,2,0,2,1,8,3,0,1,0,9,4,0,1,5,1,1,3,1,0,0,1,0,7,3,2,3,2,1,0,1,5,0,5,10,0,2,3,0,2,1,1,0,3,8,0,0,4,1,0,1,1
20170710,3,0,2,1,1,2,0,0,0,5,10,0,2,2,2,2,0,2,1,0,3,3,4,0,2,2,0,0,1,0,2,1,4,4,0,2,1,2,2,1,2,0,2,10,0,0,2,2,2,2,0
20170711,2,0,2,2,8,3,1,0,0,9,6,0,1,4,3,0,4,0,1,0,1,1,1,1,0,2,0,0,0,0,1,2,1,3,1,3,2,1,7,0,1,0,2,5,0,0,3,1,1,2,0
20170712,0,0,5,2,9,0,1,0,0,5,3,0,1,2,5,0,0,0,2,1,3,1,3,1,2,2,1,1,0,0,1,0,2,3,0,3,4,0,3,1,3,0,4,12,0,0,2,2,1,2,0
20170713,4,0,3,3,14,1,0,0,0,7,1,0,1,0,1,0,0,5,0,0,1,0,4,1,3,3,2,0,0,0,4,2,2,1,0,1,1,3,4,0,1,0,4,11,0,0,5,0,1,2,1
20170714,4,0,5,2,11,4,1,0,0,7,5,0,1,4,6,3,1,0,0,0,2,2,7,1,3,2,0,2,2,0,5,4,2,1,0,3,3,2,3,0,5,0,5,13,3,0,1,2,1,2,1
20170715,3,0,1,1,15,3,4,1,0,18,6,0,1,1,4,3,3,1,1,0,2,3,3,2,2,6,0,0,2,0,5,1,5,1,0,7,3,1,2,1,5,1,4,10,1,0,1,4,2,4,1
20170716,1,0,1,2,7,0,2,1,0,17,5,0,0,3,3,0,2,4,2,1,1,1,2,1,2,0,3,0,1,1,4,0,7,4,2,2,1,1,3,0,2,0,5,11,0,0,1,3,0,2,0
20170717,2,0,2,0,11,1,0,0,0,3,2,0,0,3,3,2,3,2,0,1,1,1,4,1,1,1,0,3,0,0,0,0,4,4,1,2,4,0,3,0,1,0,6,6,1,0,2,3,0,4,0
20170718,2,0,2,0,8,2,2,1,0,11,2,1,1,2,4,0,0,1,1,0,0,0,2,2,1,4,0,0,0,0,1,1,1,5,3,4,2,1,2,0,1,0,4,7,1,0,2,1,1,1,0
